5305 ARLINGTON AV|5330-9-540.000|63120|Single Family Units|$11,360.00|$447.65|2024
4326 PENROSE ST|3573-9-560.000|63115|Single Family Units|$12,638.00|$492.24|2024
927 N SARAH ST|4873-9-240.000|63108|Commercial|$6,300.00|$321.28|2025
6045 EMMA AV|5344-9-390.000|63136|Single Family Units|$13,100.00|$507.83|2024
4141 KOSSUTH AV|4429-9-480.000|63115|Single Family Units|$19,480.00|Not Found|2025
5346 WELLS AV|3798-9-160.000|63112|Two Family Unit|$16,215.00|$980.34|2023
5225 DAVISON AV|5532-9-420.000|63120|Single Family Units|$9,268.00|$376.71|2024
930 CANAAN AV|5276-9-140.000|63147|Single Family Units|$16,383.00|$617.85|2024
3941 N MARKET ST|3641-9-340.000|63113|Single Family Units|$9,445.00|$611.11|2023
4064 ST LOUIS AV|3650-9-020.000|63107|Commercial|$8,200.00|$912.16|2024
6052 THEKLA AV|5347-9-080.000|63136|Single Family Units|$17,666.00|$1,057.22|2023
4255 LEXINGTON AV|4441-9-455.000|63115|Single Family Units|$14,636.00|$558.64|2024
4246 LABADIE AV|3672-9-130.000|63115|Two Family Unit|$13,102.00|$809.32|2023
3948 GREER AV|3647-9-070.000|63107|Two Family Unit|$17,763.00|$1,060.85|2023
5204 ST LOUIS AV|4499-9-035.000|63115|Single Family Units|$7,759.00|$522.57|2023
4265 FARLIN AV|4436-9-230.000|63115|Single Family Units|$5,805.00|$416.60|2023
1713 ANNIE MALONE DR|3683-9-250.000|63113|Single Family Units|$11,940.00|$213.82|2025
4947 THEODORE AV|5533-9-120.000|63115|Single Family Units|$17,281.00|$648.78|2024
6048 LUCILLE AV|5346-9-080.000|63136|Single Family Units|$6,977.00|$480.89|2023
5941 JULIAN AV|3833-9-140.000|63130|Single Family Units|$20,711.00|$1,215.26|2023
4855 BESSIE AV|4390-9-780.000|63115|Single Family Units|$19,624.00|$333.37|2025
5055 LOTUS AV|4505-9-580.000|63113|Single Family Units|$20,488.00|$758.78|2024
5700 ACME AV|5456-9-010.000|63136|Single Family Units|$9,107.00|$169.63|2025
1320 BLACKSTONE AV|3816-9-030.000|63112|Two Family Unit|$11,996.00|$752.14|2023
4217 DARBY|4345-9-200.000|63120|Single Family Units|$16,383.00|$617.85|2024
3870 PAGE BLVD|3739-9-050.000|63113|Commercial|$9,183.00|$653.23|2024
9005 GOODFELLOW BLVD|4323-9-005.000||Single Family Units|$35,036.00|$573.25|2025
4928 HOOKE AV|5887-9-200.000|63115|Single Family Units|$17,135.00|$509.74|2024
3010 BAILEY AV|2395-9-010.000|63107|Four Family Unit|$14,242.00|$871.45|2023
5820 W FLORISSANT AV|5136-9-080.000|63120|Single Family Units|$13,553.00|$522.38|2024
3112 N NEWSTEAD AV|3619-9-180.000|63115|Single Family Units|$8,962.00|$584.81|2023
3949 N 21ST ST|2403-9-290.000|63107|Single Family Units|$6,116.00|$269.30|2024
6018 HARNEY AV|5344-9-170.000|63120|Single Family Units|$8,874.00|$363.97|2024
2606 BURD AV|4529-9-040.000|63112|Two Family Unit|$21,459.00|$790.67|2024
4623 NEWBERRY TER|3772-9-410.000|63113|Two Family Unit|$8,626.00|$571.46|2023
5116 WELLS AV|3794-9-240.000|63113|Single Family Units|$11,539.00|$716.19|2023
4870 ANDERSON AV|4390-9-625.000|63115|Single Family Units|$18,810.00|$1,118.56|2023
8607 N BROADWAY ST|5275-9-130.000|63147|Single Family Units|$21,133.00|$780.86|2024
1317 TEMPLE PL|3816-9-120.000|63112|Single Family Units|$12,667.00|$770.36|2023
3532 ROGER PL|4121-9-340.000|63116|Single Family Units|$45,373.00|$779.93|2025
4630 MARGARETTA AV|4408-9-530.000|63115|Single Family Units|$22,064.00|$1,295.45|2023
5900 PLYMOUTH AV|3831-9-180.000|63112|Commercial|$9,900.00|$696.75|2024
4604 CARTER AV|4415-9-315.000|63115|Single Family Units|$22,048.00|$371.03|2025
1406 GRANVILLE PL|3806-9-150.000|63112|Four Family Unit|$17,876.00|$305.54|2025
9151 NEWBY ST|6312-9-130.000|63137|Single Family Units|$13,692.00|$528.87|2024
3309 UNION BLVD|5248-9-110.000|63115|Single Family Units|$9,917.00|$637.35|2023
4650 ST FERDINAND AV|4472-9-075.000|63113|Single Family Units|$4,804.00|$375.50|2024
5472 CLAXTON AV|5082-9-230.000|63120|Single Family Units|$21,352.00|$360.37|2025
5706 KENNERLY AV|5200-9-190.000|63112|Two Family Unit|$7,271.00|$493.44|2023
9722 E LOOKOUT CT|5706-9-040.000|63137|Single Family Units|$21,463.00|$804.67|2024
1911 BELLE GLADE AV|3664-9-300.000|63113|Short term rental-Single Family|$7,735.00|$950.85|2023
5987 HAMILTON TER|3834-9-295.001|63112|Condominium - 6 Units Or Less Per Bldg|$24,829.00|$414.43|2025
2806 UNION BLVD|error accessing
8555 RIVERVIEW BLVD|4332-9-165.000|63147|Single Family Units|$31,768.00|$1,141.10|2024
4145 WASHINGTON AV|4875-9-410.000|63108|Vacant Residential Lot|$24,000.00|$373.31|2025
5062 EMERSON AV|5556-9-220.000|63120|Single Family Units|$9,386.00|$380.36|2024
5942 NATURAL BRIDGE AV|5733-9-020.000|63120|Commercial|$11,500.00|$805.55|2024
4040 ENRIGHT AV|3753-9-100.000||Single Family Units|$18,623.00|$317.80|2025
824 HARLAN AV|6347-9-040.000|63147|Single Family Units|$23,270.00|Not Found|2025
5033 KENSINGTON AV|4839-9-370.000|63108|Two Family Unit|$26,851.00|$1,555.03|2023
5440 RUSKIN AV|5143-9-120.000|63115|Single Family Units|$19,838.00|$1,174.79|2023
705 DODDRIDGE ST|4294-9-370.000|63147|Single Family Units|$8,458.00|$558.51|2023
5414 PARTRIDGE AV|5129-9-040.000|63120|Single Family Units|$8,856.00|$578.90|2023
4051 SHREVE AV|4389-9-410.000|63115|Four Family Unit|$19,912.00|$739.92|2024
4701 ST LOUIS AV|4479-9-316.000|63115|Commercial|$8,000.00|$1,455.09|2023
8915 NEWBY ST|4288-9-250.000|63147|Single Family Units|$10,126.00|$406.86|2024
5043 RIVERVIEW BLVD|5351-9-170.000|63120|Commercial|$11,900.00|$1,330.92|2023
5044 MAFFITT AV|4501-9-065.000|63113|Single Family Units|$10,355.00|$415.01|2024
4273 MARTIN LUTHER KING DR|3682-9-360.000|63113|Commercial|$11,200.00|$783.82|2024
905 ELIAS AV|5399-9-420.000|63147|Single Family Units|$7,033.00|$136.88|2025
4139 DELMAR BLVD|4874-9-420.000|63108|Single Family Units|$17,839.00|$1,047.04|2023
5139 TERRY AV|4499-9-190.000|63115|Single Family Units|$12,757.00|$495.81|2024
3853 MAFFITT AV|3628-9-350.000||Two Family Unit|$20,260.00|$749.65|2024
5565 ERA AV|5788-9-330.000|63136|Single Family Units|$20,950.00|$353.84|2025
6153 LILLIAN AV|5491-9-370.000|63136|Single Family Units|$13,326.00|$235.10|2025
8531 PARK LA|4334-9-110.000|63147|Single Family Units|$32,522.00|$1,168.44|2024
1337 TEMPLE PL|3816-9-085.000|63112|Two Family Unit|$21,009.00|$775.21|2024
5951 ROMAINE PL|3835-9-215.000|63112|Two Family Unit|$16,740.00|$1,006.62|2023
5223 WABADA AV|4504-9-620.000|63113|Single Family Units|$14,017.00|$539.57|2024
4641 ALDINE AV|4475-9-060.000|63113|Single Family Units|$9,556.00|$616.96|2023
4936 ST LOUIS AV|4493-9-250.000|63115|Two Family Unit|$13,826.00|$852.32|2023
